Domain,Area,Element,Item,Year,Unit,Value
"Annual population","Ethiopia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","106399.924"
"Annual population","Falkland Islands (Malvinas)","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","3.068"
"Annual population","Faroe Islands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","48.331"
"Annual population","Fiji","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","877.459"
"Annual population","Finland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","5511.371"
"Annual population","France","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","64842.509"
"Annual population","French Guyana","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","275.191"
"Annual population","French Polynesia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","276.102"
"Annual population","Gabon","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2064.823"
"Annual population","Gambia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2213.889"
"Annual population","Georgia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4008.716"
"Annual population","Germany","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","82658.409"
"Annual population","Ghana","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","29121.465"
"Annual population","Gibraltar","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","33.728"
"Annual population","Greece","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","10569.45"
"Annual population","Greenland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","56.481"
"Annual population","Grenada","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","110.874"
"Annual population","Guadeloupe","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","399.672"
"Annual population","Guam","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","164.281"
"Annual population","Guatemala","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","16914.97"
"Annual population","Guinea","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","12067.519"
"Annual population","Guinea-Bissau","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1828.145"
"Annual population","Guyana","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","775.222"
"Annual population","Haiti","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","10982.366"
"Annual population","Holy See","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","0.793"
"Annual population","Honduras","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","9429.013"
"Annual population","Hungary","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","9729.823"
"Annual population","Iceland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","334.393"
"Annual population","India","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1338676.785"
"Annual population","Indonesia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","264650.963"
"Annual population","Iran (Islamic Republic of)","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","80673.883"
"Annual population","Iraq","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","37552.781"
"Annual population","Ireland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4753.279"
"Annual population","Isle of Man","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","83.598"
"Annual population","Israel","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","8243.848"
"Annual population","Italy","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","60673.701"
"Annual population","Jamaica","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2920.848"
"Annual population","Japan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","127502.725"
"Annual population","Jordan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","9785.843"
"Annual population","Kazakhstan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","18080.019"
"Annual population","Kenya","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","50221.142"
"Annual population","Kiribati","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","114.158"
"Annual population","Kuwait","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4056.099"
"Annual population","Kyrgyzstan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","6189.733"
"Annual population","Lao People's Democratic Republic","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","6953.035"
"Annual population","Latvia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1951.097"
"Annual population","Lebanon","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","6819.373"
"Annual population","Lesotho","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2091.534"
"Annual population","Liberia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4702.226"
"Annual population","Libya","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","6580.724"
"Annual population","Liechtenstein","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","37.8"
"Annual population","Lithuania","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2845.414"
"Annual population","Luxembourg","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","591.91"
"Annual population","Madagascar","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","25570.512"
"Annual population","Malawi","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","17670.196"
"Annual population","Malaysia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","31104.646"
"Annual population","Maldives","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","496.402"
"Annual population","Mali","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","18512.43"
"Annual population","Malta","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","437.933"
"Annual population","Marshall Islands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","58.058"
"Annual population","Martinique","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","375.948"
"Annual population","Mauritania","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4282.57"
"Annual population","Mauritius","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1264.499"
"Annual population","Mayotte","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","252.957"
"Annual population","Mexico","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","124777.324"
"Annual population","Micronesia (Federated States of)","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","111.459"
"Annual population","Monaco","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","38.392"
"Annual population","Mongolia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","3113.786"
"Annual population","Montenegro","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","627.563"
"Annual population","Montserrat","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4.984"
"Annual population","Morocco","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","35581.255"
"Annual population","Mozambique","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","28649.018"
"Annual population","Myanmar","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","53382.523"
"Annual population","Namibia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2402.633"
"Annual population","Nauru","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","10.573"
"Annual population","Nepal","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","27632.681"
"Annual population","Netherlands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","17021.347"
"Annual population","Netherlands Antilles (former)","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","275.186"
"Annual population","New Caledonia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","277.15"
"Annual population","New Zealand","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4702.034"
"Annual population","Nicaragua","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","6384.846"
"Annual population","Niger","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","21602.382"
"Annual population","Nigeria","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","190873.244"
"Annual population","Niue","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1.609"
"Annual population","North Macedonia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2081.996"
"Annual population","Northern Mariana Islands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","56.562"
"Annual population","Norway","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","5296.326"
"Annual population","Oman","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4665.928"
"Annual population","Pakistan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","207906.209"
"Annual population","Palau","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","17.808"
"Annual population","Palestine","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4747.227"
"Annual population","Panama","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4106.769"
"Annual population","Papua New Guinea","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","8438.036"
"Annual population","Paraguay","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","6867.061"
"Annual population","Peru","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","31444.298"
"Annual population","Philippines","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","105172.925"
"Annual population","Poland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","37953.18"
"Annual population","Portugal","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","10288.527"
"Annual population","Puerto Rico","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","3163.667"
"Annual population","Qatar","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2724.728"
"Annual population","Republic of Korea","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","51096.415"
"Annual population","Republic of Moldova","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","4059.684"
"Annual population","R?union","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","876.134"
"Annual population","Romania","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","19653.969"
"Annual population","Russian Federation","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","145530.082"
"Annual population","Rwanda","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","11980.961"
"Annual population","Saint Barth?lemy","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","9.784"
"Annual population","Saint Helena, Ascension and Tristan da Cunha","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","6.008"
"Annual population","Saint Kitts and Nevis","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","52.045"
"Annual population","Saint Lucia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","180.954"
"Annual population","Saint Pierre and Miquelon","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","5.887"
"Annual population","Saint Vincent and the Grenadines","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","109.827"
"Annual population","Saint-Martin (French part)","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","36.56"
"Annual population","Samoa","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","195.352"
"Annual population","San Marino","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","33.671"
"Annual population","Sao Tome and Principe","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","207.089"
"Annual population","Saudi Arabia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","33101.179"
"Annual population","Senegal","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","15419.355"
"Annual population","Serbia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","8829.628"
"Annual population","Seychelles","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","96.418"
"Annual population","Sierra Leone","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","7488.423"
"Annual population","Singapore","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","5708.041"
"Annual population","Sint Maarten (Dutch part)","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","41.444"
"Annual population","Slovakia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","5447.9"
"Annual population","Slovenia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","2076.394"
"Annual population","Solomon Islands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","636.039"
"Annual population","Somalia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","14589.179"
"Annual population","South Africa","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","57009.756"
"Annual population","South Sudan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","10910.763"
"Annual population","Spain","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","46647.428"
"Annual population","Sri Lanka","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","21128.032"
"Annual population","Sudan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","40813.397"
"Annual population","Suriname","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","570.496"
"Annual population","Sweden","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","9904.896"
"Annual population","Switzerland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","8455.804"
"Annual population","Syrian Arab Republic","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","17095.678"
"Annual population","Tajikistan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","8880.268"
"Annual population","Thailand","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","69209.81"
"Annual population","Timor-Leste","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1243.258"
"Annual population","Togo","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","7698.474"
"Annual population","Tokelau","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1.3"
"Annual population","Tonga","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","101.998"
"Annual population","Trinidad and Tobago","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","1384.059"
"Annual population","Tunisia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","11433.443"
"Annual population","Turkey","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","81116.45"
"Annual population","Turkmenistan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","5757.667"
"Annual population","Turks and Caicos Islands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","37.115"
"Annual population","Tuvalu","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","11.37"
"Annual population","Uganda","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","41166.588"
"Annual population","Ukraine","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","44487.709"
"Annual population","United Arab Emirates","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","9487.203"
"Annual population","United Kingdom of Great Britain and Northern Ireland","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","66727.461"
"Annual population","United Republic of Tanzania","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","54660.339"
"Annual population","United States of America","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","325084.756"
"Annual population","United States Virgin Islands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","104.751"
"Annual population","Uruguay","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","3436.641"
"Annual population","Uzbekistan","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","31959.785"
"Annual population","Vanuatu","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","285.51"
"Annual population","Venezuela (Bolivarian Republic of)","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","29402.484"
"Annual population","Viet Nam","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","94600.648"
"Annual population","Wallis and Futuna Islands","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","11.9"
"Annual population","Western Sahara","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","552.615"
"Annual population","Yemen","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","27834.819"
"Annual population","Zambia","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","16853.599"
"Annual population","Zimbabwe","Total Population - Both sexes","Population - Est. & Proj.","2017","1000 persons","14236.595"
