Domain,Area,Element,Item,Year,Unit,Value
"Macro Indicators","Estonia","Value US$ per capita","Gross Domestic Product","2017","US$","20427.355694"
"Macro Indicators","Eswatini","Value US$","Gross Domestic Product","2017","millions","4446.254798"
"Macro Indicators","Eswatini","Value US$ per capita","Gross Domestic Product","2017","US$","3952.911658"
"Macro Indicators","Ethiopia","Value US$","Gross Domestic Product","2017","millions","76794.516911"
"Macro Indicators","Ethiopia","Value US$ per capita","Gross Domestic Product","2017","US$","721.753494"
"Macro Indicators","Fiji","Value US$","Gross Domestic Product","2017","millions","5353.491805"
"Macro Indicators","Fiji","Value US$ per capita","Gross Domestic Product","2017","US$","6101.130428"
"Macro Indicators","Finland","Value US$","Gross Domestic Product","2017","millions","255232.257244"
"Macro Indicators","Finland","Value US$ per capita","Gross Domestic Product","2017","US$","46310.120883"
"Macro Indicators","France","Value US$","Gross Domestic Product","2017","millions","2595151.045198"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2017","US$","38720.645922"
"Macro Indicators","French Polynesia","Value US$","Gross Domestic Product","2017","millions","5757.306501"
"Macro Indicators","French Polynesia","Value US$ per capita","Gross Domestic Product","2017","US$","20852.099951"
"Macro Indicators","Gabon","Value US$","Gross Domestic Product","2017","millions","14929.474265"
"Macro Indicators","Gabon","Value US$ per capita","Gross Domestic Product","2017","US$","7230.389368"
"Macro Indicators","Gambia","Value US$","Gross Domestic Product","2017","millions","1504.954083"
"Macro Indicators","Gambia","Value US$ per capita","Gross Domestic Product","2017","US$","679.778473"
"Macro Indicators","Georgia","Value US$","Gross Domestic Product","2017","millions","16242.672516"
"Macro Indicators","Georgia","Value US$ per capita","Gross Domestic Product","2017","US$","4051.839171"
"Macro Indicators","Germany","Value US$","Gross Domestic Product","2017","millions","3682602.479929"
"Macro Indicators","Germany","Value US$ per capita","Gross Domestic Product","2017","US$","44552.061"
"Macro Indicators","Ghana","Value US$","Gross Domestic Product","2017","millions","58994.855221"
"Macro Indicators","Ghana","Value US$ per capita","Gross Domestic Product","2017","US$","2025.820309"
"Macro Indicators","Greece","Value US$","Gross Domestic Product","2017","millions","200125.149861"
"Macro Indicators","Greece","Value US$ per capita","Gross Domestic Product","2017","US$","18934.301204"
"Macro Indicators","Greenland","Value US$","Gross Domestic Product","2017","millions","2826.654723"
"Macro Indicators","Greenland","Value US$ per capita","Gross Domestic Product","2017","US$","50046.1168"
"Macro Indicators","Grenada","Value US$","Gross Domestic Product","2017","millions","1125.685613"
"Macro Indicators","Grenada","Value US$ per capita","Gross Domestic Product","2017","US$","10152.836673"
"Macro Indicators","Guatemala","Value US$","Gross Domestic Product","2017","millions","71611.975017"
"Macro Indicators","Guatemala","Value US$ per capita","Gross Domestic Product","2017","US$","4233.644814"
"Macro Indicators","Guinea","Value US$","Gross Domestic Product","2017","millions","10324.668257"
"Macro Indicators","Guinea","Value US$ per capita","Gross Domestic Product","2017","US$","855.575057"
"Macro Indicators","Guinea-Bissau","Value US$","Gross Domestic Product","2017","millions","1350.177012"
"Macro Indicators","Guinea-Bissau","Value US$ per capita","Gross Domestic Product","2017","US$","738.550286"
"Macro Indicators","Guyana","Value US$","Gross Domestic Product","2017","millions","4748.174334"
"Macro Indicators","Guyana","Value US$ per capita","Gross Domestic Product","2017","US$","6124.922066"
"Macro Indicators","Haiti","Value US$","Gross Domestic Product","2017","millions","8521.132072"
"Macro Indicators","Haiti","Value US$ per capita","Gross Domestic Product","2017","US$","775.892196"
"Macro Indicators","Honduras","Value US$","Gross Domestic Product","2017","millions","23136.248046"
"Macro Indicators","Honduras","Value US$ per capita","Gross Domestic Product","2017","US$","2453.729573"
"Macro Indicators","Hungary","Value US$","Gross Domestic Product","2017","millions","142961.605733"
"Macro Indicators","Hungary","Value US$ per capita","Gross Domestic Product","2017","US$","14693.135295"
"Macro Indicators","Iceland","Value US$","Gross Domestic Product","2017","millions","24488.176541"
"Macro Indicators","Iceland","Value US$ per capita","Gross Domestic Product","2017","US$","73231.725965"
"Macro Indicators","India","Value US$","Gross Domestic Product","2017","millions","2625597.686873"
"Macro Indicators","India","Value US$ per capita","Gross Domestic Product","2017","US$","1961.338029"
"Macro Indicators","Indonesia","Value US$","Gross Domestic Product","2017","millions","1015618.74417"
"Macro Indicators","Indonesia","Value US$ per capita","Gross Domestic Product","2017","US$","3837.578117"
"Macro Indicators","Iran (Islamic Republic of)","Value US$","Gross Domestic Product","2017","millions","460976.107833"
"Macro Indicators","Iran (Islamic Republic of)","Value US$ per capita","Gross Domestic Product","2017","US$","5714.068676"
"Macro Indicators","Iraq","Value US$","Gross Domestic Product","2017","millions","190643.898226"
"Macro Indicators","Iraq","Value US$ per capita","Gross Domestic Product","2017","US$","5076.691876"
"Macro Indicators","Ireland","Value US$","Gross Domestic Product","2017","millions","339341.370104"
"Macro Indicators","Ireland","Value US$ per capita","Gross Domestic Product","2017","US$","71391.006104"
"Macro Indicators","Israel","Value US$","Gross Domestic Product","2017","millions","353253.408372"
"Macro Indicators","Israel","Value US$ per capita","Gross Domestic Product","2017","US$","42850.548478"
"Macro Indicators","Italy","Value US$","Gross Domestic Product","2017","millions","1961796.197354"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2017","US$","32333.550863"
"Macro Indicators","Jamaica","Value US$","Gross Domestic Product","2017","millions","14808.984881"
"Macro Indicators","Jamaica","Value US$ per capita","Gross Domestic Product","2017","US$","5070.097753"
"Macro Indicators","Japan","Value US$","Gross Domestic Product","2017","millions","4866864.409658"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2017","US$","38170.669761"
"Macro Indicators","Jordan","Value US$","Gross Domestic Product","2017","millions","41408.450704"
"Macro Indicators","Jordan","Value US$ per capita","Gross Domestic Product","2017","US$","4231.464852"
"Macro Indicators","Kazakhstan","Value US$","Gross Domestic Product","2017","millions","166805.788967"
"Macro Indicators","Kazakhstan","Value US$ per capita","Gross Domestic Product","2017","US$","9225.974208"
"Macro Indicators","Kenya","Value US$","Gross Domestic Product","2017","millions","78964.99263"
"Macro Indicators","Kenya","Value US$ per capita","Gross Domestic Product","2017","US$","1572.345619"
"Macro Indicators","Kiribati","Value US$","Gross Domestic Product","2017","millions","187.282142"
"Macro Indicators","Kiribati","Value US$ per capita","Gross Domestic Product","2017","US$","1640.552063"
"Macro Indicators","Kuwait","Value US$","Gross Domestic Product","2017","millions","120687.635824"
"Macro Indicators","Kuwait","Value US$ per capita","Gross Domestic Product","2017","US$","29754.608017"
"Macro Indicators","Kyrgyzstan","Value US$","Gross Domestic Product","2017","millions","7702.938395"
"Macro Indicators","Kyrgyzstan","Value US$ per capita","Gross Domestic Product","2017","US$","1244.470221"
"Macro Indicators","Lao People's Democratic Republic","Value US$","Gross Domestic Product","2017","millions","17071.17271"
"Macro Indicators","Lao People's Democratic Republic","Value US$ per capita","Gross Domestic Product","2017","US$","2455.211675"
"Macro Indicators","Latvia","Value US$","Gross Domestic Product","2017","millions","30458.760986"
"Macro Indicators","Latvia","Value US$ per capita","Gross Domestic Product","2017","US$","15611.095187"
"Macro Indicators","Lebanon","Value US$","Gross Domestic Product","2017","millions","53140.638269"
"Macro Indicators","Lebanon","Value US$ per capita","Gross Domestic Product","2017","US$","7792.598861"
"Macro Indicators","Lesotho","Value US$","Gross Domestic Product","2017","millions","2403.48882"
"Macro Indicators","Lesotho","Value US$ per capita","Gross Domestic Product","2017","US$","1149.151207"
"Macro Indicators","Liberia","Value US$","Gross Domestic Product","2017","millions","2763"
"Macro Indicators","Liberia","Value US$ per capita","Gross Domestic Product","2017","US$","587.594046"
"Macro Indicators","Libya","Value US$","Gross Domestic Product","2017","millions","24804.796279"
"Macro Indicators","Libya","Value US$ per capita","Gross Domestic Product","2017","US$","3769.311139"
"Macro Indicators","Liechtenstein","Value US$","Gross Domestic Product","2017","millions","6474.31091"
"Macro Indicators","Liechtenstein","Value US$ per capita","Gross Domestic Product","2017","US$","171278.066389"
"Macro Indicators","Lithuania","Value US$","Gross Domestic Product","2017","millions","47758.736932"
"Macro Indicators","Lithuania","Value US$ per capita","Gross Domestic Product","2017","US$","16784.459812"
"Macro Indicators","Luxembourg","Value US$","Gross Domestic Product","2017","millions","64181.944723"
"Macro Indicators","Luxembourg","Value US$ per capita","Gross Domestic Product","2017","US$","108431.931751"
"Macro Indicators","Madagascar","Value US$","Gross Domestic Product","2017","millions","13176.313594"
"Macro Indicators","Madagascar","Value US$ per capita","Gross Domestic Product","2017","US$","515.293303"
"Macro Indicators","Malawi","Value US$","Gross Domestic Product","2017","millions","6347.707685"
"Macro Indicators","Malawi","Value US$ per capita","Gross Domestic Product","2017","US$","359.232443"
"Macro Indicators","Malaysia","Value US$","Gross Domestic Product","2017","millions","319109.142308"
"Macro Indicators","Malaysia","Value US$ per capita","Gross Domestic Product","2017","US$","10259.211512"
"Macro Indicators","Maldives","Value US$","Gross Domestic Product","2017","millions","4754.217827"
"Macro Indicators","Maldives","Value US$ per capita","Gross Domestic Product","2017","US$","9577.354296"
"Macro Indicators","Mali","Value US$","Gross Domestic Product","2017","millions","15365.713059"
"Macro Indicators","Mali","Value US$ per capita","Gross Domestic Product","2017","US$","830.0214"
"Macro Indicators","Malta","Value US$","Gross Domestic Product","2017","millions","12789.911376"
"Macro Indicators","Malta","Value US$ per capita","Gross Domestic Product","2017","US$","29205.178362"
"Macro Indicators","Marshall Islands","Value US$","Gross Domestic Product","2017","millions","207.749821"
"Macro Indicators","Marshall Islands","Value US$ per capita","Gross Domestic Product","2017","US$","3578.31515"
"Macro Indicators","Mauritania","Value US$","Gross Domestic Product","2017","millions","6758.387582"
"Macro Indicators","Mauritania","Value US$ per capita","Gross Domestic Product","2017","US$","1578.114913"
"Macro Indicators","Mauritius","Value US$","Gross Domestic Product","2017","millions","13259.348214"
"Macro Indicators","Mauritius","Value US$ per capita","Gross Domestic Product","2017","US$","10485.851087"
"Macro Indicators","Mexico","Value US$","Gross Domestic Product","2017","millions","1157735.159771"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2017","US$","9278.409912"
"Macro Indicators","Micronesia (Federated States of)","Value US$","Gross Domestic Product","2017","millions","366.7"
"Macro Indicators","Micronesia (Federated States of)","Value US$ per capita","Gross Domestic Product","2017","US$","3289.999013"
"Macro Indicators","Monaco","Value US$","Gross Domestic Product","2017","millions","6431.276067"
"Macro Indicators","Monaco","Value US$ per capita","Gross Domestic Product","2017","US$","167516.046763"
"Macro Indicators","Mongolia","Value US$","Gross Domestic Product","2017","millions","11425.755104"
"Macro Indicators","Mongolia","Value US$ per capita","Gross Domestic Product","2017","US$","3669.409235"
"Macro Indicators","Montenegro","Value US$","Gross Domestic Product","2017","millions","4856.612346"
"Macro Indicators","Montenegro","Value US$ per capita","Gross Domestic Product","2017","US$","7738.844301"
"Macro Indicators","Montserrat","Value US$","Gross Domestic Product","2017","millions","59.666667"
"Macro Indicators","Montserrat","Value US$ per capita","Gross Domestic Product","2017","US$","11971.64259"
"Macro Indicators","Morocco","Value US$","Gross Domestic Product","2017","millions","109682.751915"
"Macro Indicators","Morocco","Value US$ per capita","Gross Domestic Product","2017","US$","3082.599304"
"Macro Indicators","Mozambique","Value US$","Gross Domestic Product","2017","millions","13219.07958"
"Macro Indicators","Mozambique","Value US$ per capita","Gross Domestic Product","2017","US$","461.414754"
"Macro Indicators","Myanmar","Value US$","Gross Domestic Product","2017","millions","68062.162296"
"Macro Indicators","Myanmar","Value US$ per capita","Gross Domestic Product","2017","US$","1274.989612"
"Macro Indicators","Namibia","Value US$","Gross Domestic Product","2017","millions","12734.185452"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2017","US$","5300.095958"
"Macro Indicators","Nauru","Value US$","Gross Domestic Product","2017","millions","128.743386"
"Macro Indicators","Nauru","Value US$ per capita","Gross Domestic Product","2017","US$","12176.618389"
"Macro Indicators","Nepal","Value US$","Gross Domestic Product","2017","millions","25590.321593"
"Macro Indicators","Nepal","Value US$ per capita","Gross Domestic Product","2017","US$","926.088988"
"Macro Indicators","Netherlands","Value US$","Gross Domestic Product","2017","millions","833869.641687"
"Macro Indicators","Netherlands","Value US$ per capita","Gross Domestic Product","2017","US$","48989.638816"
"Macro Indicators","New Caledonia","Value US$","Gross Domestic Product","2017","millions","9458.750913"
"Macro Indicators","New Caledonia","Value US$ per capita","Gross Domestic Product","2017","US$","34128.634001"
"Macro Indicators","New Zealand","Value US$","Gross Domestic Product","2017","millions","205415.864858"
"Macro Indicators","New Zealand","Value US$ per capita","Gross Domestic Product","2017","US$","43686.597089"
"Macro Indicators","Nicaragua","Value US$","Gross Domestic Product","2017","millions","13785.892849"
"Macro Indicators","Nicaragua","Value US$ per capita","Gross Domestic Product","2017","US$","2159.158239"
"Macro Indicators","Niger","Value US$","Gross Domestic Product","2017","millions","11170.054787"
"Macro Indicators","Niger","Value US$ per capita","Gross Domestic Product","2017","US$","517.075144"
"Macro Indicators","Nigeria","Value US$","Gross Domestic Product","2017","millions","375769.719405"
"Macro Indicators","Nigeria","Value US$ per capita","Gross Domestic Product","2017","US$","1968.687237"
"Macro Indicators","North Macedonia","Value US$","Gross Domestic Product","2017","millions","11307.06119"
"Macro Indicators","North Macedonia","Value US$ per capita","Gross Domestic Product","2017","US$","5430.875559"
"Macro Indicators","Norway","Value US$","Gross Domestic Product","2017","millions","398393.955269"
"Macro Indicators","Norway","Value US$ per capita","Gross Domestic Product","2017","US$","75220.814442"
"Macro Indicators","Oman","Value US$","Gross Domestic Product","2017","millions","70598.026283"
"Macro Indicators","Oman","Value US$ per capita","Gross Domestic Product","2017","US$","15130.543438"
"Macro Indicators","Pakistan","Value US$","Gross Domestic Product","2017","millions","302709.723378"
"Macro Indicators","Pakistan","Value US$ per capita","Gross Domestic Product","2017","US$","1455.991742"
"Macro Indicators","Palau","Value US$","Gross Domestic Product","2017","millions","287.564063"
"Macro Indicators","Palau","Value US$ per capita","Gross Domestic Product","2017","US$","16148.026898"
"Macro Indicators","Palestine","Value US$","Gross Domestic Product","2017","millions","16128"
"Macro Indicators","Palestine","Value US$ per capita","Gross Domestic Product","2017","US$","3397.351759"
"Macro Indicators","Panama","Value US$","Gross Domestic Product","2017","millions","62202.725204"
"Macro Indicators","Panama","Value US$ per capita","Gross Domestic Product","2017","US$","15146.390071"
"Macro Indicators","Papua New Guinea","Value US$","Gross Domestic Product","2017","millions","22742.696403"
"Macro Indicators","Papua New Guinea","Value US$ per capita","Gross Domestic Product","2017","US$","2695.259466"
"Macro Indicators","Paraguay","Value US$","Gross Domestic Product","2017","millions","39008.900667"
"Macro Indicators","Paraguay","Value US$ per capita","Gross Domestic Product","2017","US$","5680.581644"
"Macro Indicators","Peru","Value US$","Gross Domestic Product","2017","millions","211007.952316"
"Macro Indicators","Peru","Value US$ per capita","Gross Domestic Product","2017","US$","6710.531503"
"Macro Indicators","Philippines","Value US$","Gross Domestic Product","2017","millions","313619.624581"
"Macro Indicators","Philippines","Value US$ per capita","Gross Domestic Product","2017","US$","2981.942592"
"Macro Indicators","Poland","Value US$","Gross Domestic Product","2017","millions","526504.233551"
"Macro Indicators","Poland","Value US$ per capita","Gross Domestic Product","2017","US$","13872.466907"
"Macro Indicators","Portugal","Value US$","Gross Domestic Product","2017","millions","221357.874719"
"Macro Indicators","Portugal","Value US$ per capita","Gross Domestic Product","2017","US$","21515.021025"
"Macro Indicators","Puerto Rico","Value US$","Gross Domestic Product","2017","millions","103445.526"
"Macro Indicators","Puerto Rico","Value US$ per capita","Gross Domestic Product","2017","US$","32697.981804"
"Macro Indicators","Qatar","Value US$","Gross Domestic Product","2017","millions","166928.689894"
"Macro Indicators","Qatar","Value US$ per capita","Gross Domestic Product","2017","US$","61264.350017"
