Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","Algeria","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Algeria","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Algeria","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","286"
"Food Balances (2010-)","Algeria","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Algeria","Food","Poultry Meat","2017","1000 tonnes","286"
"Food Balances (2010-)","Algeria","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","6.91"
"Food Balances (2010-)","Algeria","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","24"
"Food Balances (2010-)","Algeria","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.13"
"Food Balances (2010-)","Algeria","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.63"
"Food Balances (2010-)","Angola","Production","Poultry Meat","2017","1000 tonnes","40"
"Food Balances (2010-)","Angola","Import Quantity","Poultry Meat","2017","1000 tonnes","277"
"Food Balances (2010-)","Angola","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Angola","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Angola","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","318"
"Food Balances (2010-)","Angola","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Angola","Food","Poultry Meat","2017","1000 tonnes","318"
"Food Balances (2010-)","Angola","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","10.65"
"Food Balances (2010-)","Angola","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","36"
"Food Balances (2010-)","Angola","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.63"
"Food Balances (2010-)","Angola","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.24"
"Food Balances (2010-)","Antigua and Barbuda","Production","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Antigua and Barbuda","Import Quantity","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Antigua and Barbuda","Stock Variation","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Antigua and Barbuda","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Antigua and Barbuda","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","6"
"Food Balances (2010-)","Antigua and Barbuda","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Antigua and Barbuda","Tourist consumption","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Antigua and Barbuda","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Antigua and Barbuda","Food","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Antigua and Barbuda","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","57.31"
"Food Balances (2010-)","Antigua and Barbuda","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","247"
"Food Balances (2010-)","Antigua and Barbuda","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","18.75"
"Food Balances (2010-)","Antigua and Barbuda","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","18.63"
"Food Balances (2010-)","Argentina","Production","Poultry Meat","2017","1000 tonnes","2162"
"Food Balances (2010-)","Argentina","Import Quantity","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Argentina","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Argentina","Export Quantity","Poultry Meat","2017","1000 tonnes","207"
"Food Balances (2010-)","Argentina","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","1962"
"Food Balances (2010-)","Argentina","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Argentina","Food","Poultry Meat","2017","1000 tonnes","1962"
"Food Balances (2010-)","Argentina","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","44.66"
"Food Balances (2010-)","Argentina","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","192"
"Food Balances (2010-)","Argentina","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","14.31"
"Food Balances (2010-)","Argentina","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","14.64"
"Food Balances (2010-)","Armenia","Production","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Armenia","Import Quantity","Poultry Meat","2017","1000 tonnes","35"
"Food Balances (2010-)","Armenia","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Armenia","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Armenia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","45"
"Food Balances (2010-)","Armenia","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Armenia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Armenia","Food","Poultry Meat","2017","1000 tonnes","45"
"Food Balances (2010-)","Armenia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","15.38"
"Food Balances (2010-)","Armenia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","52"
"Food Balances (2010-)","Armenia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","5.21"
"Food Balances (2010-)","Armenia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.25"
"Food Balances (2010-)","Australia","Production","Poultry Meat","2017","1000 tonnes","1271"
"Food Balances (2010-)","Australia","Import Quantity","Poultry Meat","2017","1000 tonnes","16"
"Food Balances (2010-)","Australia","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Australia","Export Quantity","Poultry Meat","2017","1000 tonnes","42"
"Food Balances (2010-)","Australia","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","1245"
"Food Balances (2010-)","Australia","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Australia","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Australia","Food","Poultry Meat","2017","1000 tonnes","1245"
"Food Balances (2010-)","Australia","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","50.63"
"Food Balances (2010-)","Australia","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","205"
"Food Balances (2010-)","Australia","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","17.61"
"Food Balances (2010-)","Australia","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","14.34"
"Food Balances (2010-)","Austria","Production","Poultry Meat","2017","1000 tonnes","148"
"Food Balances (2010-)","Austria","Import Quantity","Poultry Meat","2017","1000 tonnes","110"
"Food Balances (2010-)","Austria","Stock Variation","Poultry Meat","2017","1000 tonnes","9"
"Food Balances (2010-)","Austria","Export Quantity","Poultry Meat","2017","1000 tonnes","78"
"Food Balances (2010-)","Austria","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","172"
"Food Balances (2010-)","Austria","Processing","Poultry Meat","2017","1000 tonnes","11"
"Food Balances (2010-)","Austria","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Austria","Food","Poultry Meat","2017","1000 tonnes","160"
"Food Balances (2010-)","Austria","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","18.2"
"Food Balances (2010-)","Austria","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","65"
"Food Balances (2010-)","Austria","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","7.49"
"Food Balances (2010-)","Austria","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.66"
"Food Balances (2010-)","Azerbaijan","Production","Poultry Meat","2017","1000 tonnes","104"
"Food Balances (2010-)","Azerbaijan","Import Quantity","Poultry Meat","2017","1000 tonnes","27"
"Food Balances (2010-)","Azerbaijan","Stock Variation","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Azerbaijan","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Azerbaijan","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","129"
"Food Balances (2010-)","Azerbaijan","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Azerbaijan","Food","Poultry Meat","2017","1000 tonnes","129"
"Food Balances (2010-)","Azerbaijan","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","13.11"
"Food Balances (2010-)","Azerbaijan","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","44"
"Food Balances (2010-)","Azerbaijan","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.45"
"Food Balances (2010-)","Azerbaijan","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.77"
"Food Balances (2010-)","Bahamas","Production","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Bahamas","Import Quantity","Poultry Meat","2017","1000 tonnes","26"
"Food Balances (2010-)","Bahamas","Stock Variation","Poultry Meat","2017","1000 tonnes","12"
"Food Balances (2010-)","Bahamas","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","21"
"Food Balances (2010-)","Bahamas","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bahamas","Tourist consumption","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Bahamas","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bahamas","Food","Poultry Meat","2017","1000 tonnes","20"
"Food Balances (2010-)","Bahamas","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","51.68"
"Food Balances (2010-)","Bahamas","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","220"
"Food Balances (2010-)","Bahamas","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","19.71"
"Food Balances (2010-)","Bahamas","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","15.19"
"Food Balances (2010-)","Bangladesh","Production","Poultry Meat","2017","1000 tonnes","249"
"Food Balances (2010-)","Bangladesh","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bangladesh","Stock Variation","Poultry Meat","2017","1000 tonnes","-8"
"Food Balances (2010-)","Bangladesh","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bangladesh","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","258"
"Food Balances (2010-)","Bangladesh","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bangladesh","Food","Poultry Meat","2017","1000 tonnes","258"
"Food Balances (2010-)","Bangladesh","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","1.61"
"Food Balances (2010-)","Bangladesh","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","7"
"Food Balances (2010-)","Bangladesh","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.5"
"Food Balances (2010-)","Bangladesh","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.54"
"Food Balances (2010-)","Barbados","Production","Poultry Meat","2017","1000 tonnes","16"
"Food Balances (2010-)","Barbados","Import Quantity","Poultry Meat","2017","1000 tonnes","2"
"Food Balances (2010-)","Barbados","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Barbados","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Barbados","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","17"
"Food Balances (2010-)","Barbados","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Barbados","Tourist consumption","Poultry Meat","2017","1000 tonnes","4"
"Food Balances (2010-)","Barbados","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Barbados","Food","Poultry Meat","2017","1000 tonnes","13"
"Food Balances (2010-)","Barbados","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","46.04"
"Food Balances (2010-)","Barbados","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","196"
"Food Balances (2010-)","Barbados","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","15.03"
"Food Balances (2010-)","Barbados","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","14.68"
"Food Balances (2010-)","Belarus","Production","Poultry Meat","2017","1000 tonnes","463"
"Food Balances (2010-)","Belarus","Import Quantity","Poultry Meat","2017","1000 tonnes","21"
"Food Balances (2010-)","Belarus","Stock Variation","Poultry Meat","2017","1000 tonnes","66"
"Food Balances (2010-)","Belarus","Export Quantity","Poultry Meat","2017","1000 tonnes","152"
"Food Balances (2010-)","Belarus","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","266"
"Food Balances (2010-)","Belarus","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Belarus","Processing","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Belarus","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Belarus","Food","Poultry Meat","2017","1000 tonnes","265"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","28.02"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","95"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","9.44"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.07"
"Food Balances (2010-)","Belgium","Production","Poultry Meat","2017","1000 tonnes","463"
"Food Balances (2010-)","Belgium","Import Quantity","Poultry Meat","2017","1000 tonnes","312"
"Food Balances (2010-)","Belgium","Stock Variation","Poultry Meat","2017","1000 tonnes","-35"
"Food Balances (2010-)","Belgium","Export Quantity","Poultry Meat","2017","1000 tonnes","656"
"Food Balances (2010-)","Belgium","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","155"
"Food Balances (2010-)","Belgium","Processing","Poultry Meat","2017","1000 tonnes","33"
"Food Balances (2010-)","Belgium","Residuals","Poultry Meat","2017","1000 tonnes","-5"
"Food Balances (2010-)","Belgium","Food","Poultry Meat","2017","1000 tonnes","128"
"Food Balances (2010-)","Belgium","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","11.19"
"Food Balances (2010-)","Belgium","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","39"
"Food Balances (2010-)","Belgium","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.92"
"Food Balances (2010-)","Belgium","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","2.46"
"Food Balances (2010-)","Belize","Production","Poultry Meat","2017","1000 tonnes","20"
"Food Balances (2010-)","Belize","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Belize","Stock Variation","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Belize","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Belize","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","19"
"Food Balances (2010-)","Belize","Other uses (non-food)","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Belize","Tourist consumption","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Belize","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Belize","Food","Poultry Meat","2017","1000 tonnes","10"
"Food Balances (2010-)","Belize","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","25.68"
"Food Balances (2010-)","Belize","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","110"
"Food Balances (2010-)","Belize","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.26"
"Food Balances (2010-)","Belize","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.36"
"Food Balances (2010-)","Benin","Production","Poultry Meat","2017","1000 tonnes","14"
"Food Balances (2010-)","Benin","Import Quantity","Poultry Meat","2017","1000 tonnes","113"
"Food Balances (2010-)","Benin","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Benin","Export Quantity","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Benin","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","124"
"Food Balances (2010-)","Benin","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Benin","Food","Poultry Meat","2017","1000 tonnes","124"
"Food Balances (2010-)","Benin","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","11.08"
"Food Balances (2010-)","Benin","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","29"
"Food Balances (2010-)","Benin","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.89"
"Food Balances (2010-)","Benin","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.35"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Production","Poultry Meat","2017","1000 tonnes","507"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Import Quantity","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Export Quantity","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","507"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Food","Poultry Meat","2017","1000 tonnes","507"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","45.28"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","195"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","14.38"
"Food Balances (2010-)","Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","14.96"
"Food Balances (2010-)","Bosnia and Herzegovina","Production","Poultry Meat","2017","1000 tonnes","61"
"Food Balances (2010-)","Bosnia and Herzegovina","Import Quantity","Poultry Meat","2017","1000 tonnes","10"
"Food Balances (2010-)","Bosnia and Herzegovina","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bosnia and Herzegovina","Export Quantity","Poultry Meat","2017","1000 tonnes","8"
"Food Balances (2010-)","Bosnia and Herzegovina","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","63"
"Food Balances (2010-)","Bosnia and Herzegovina","Processing","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bosnia and Herzegovina","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bosnia and Herzegovina","Food","Poultry Meat","2017","1000 tonnes","63"
"Food Balances (2010-)","Bosnia and Herzegovina","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","18.74"
"Food Balances (2010-)","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","63"
"Food Balances (2010-)","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","6.36"
"Food Balances (2010-)","Bosnia and Herzegovina","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","3.94"
"Food Balances (2010-)","Botswana","Production","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Botswana","Import Quantity","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Botswana","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Botswana","Export Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Botswana","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Botswana","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Botswana","Tourist consumption","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Botswana","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Botswana","Food","Poultry Meat","2017","1000 tonnes","7"
"Food Balances (2010-)","Botswana","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","3.37"
"Food Balances (2010-)","Botswana","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","11"
"Food Balances (2010-)","Botswana","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","1.18"
"Food Balances (2010-)","Botswana","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.71"
"Food Balances (2010-)","Brazil","Production","Poultry Meat","2017","1000 tonnes","14168"
"Food Balances (2010-)","Brazil","Import Quantity","Poultry Meat","2017","1000 tonnes","3"
"Food Balances (2010-)","Brazil","Stock Variation","Poultry Meat","2017","1000 tonnes","46"
"Food Balances (2010-)","Brazil","Export Quantity","Poultry Meat","2017","1000 tonnes","4223"
"Food Balances (2010-)","Brazil","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","9902"
"Food Balances (2010-)","Brazil","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Brazil","Food","Poultry Meat","2017","1000 tonnes","9902"
"Food Balances (2010-)","Brazil","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","47.65"
"Food Balances (2010-)","Brazil","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","203"
"Food Balances (2010-)","Brazil","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","15.47"
"Food Balances (2010-)","Brazil","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","15.3"
"Food Balances (2010-)","Bulgaria","Production","Poultry Meat","2017","1000 tonnes","107"
"Food Balances (2010-)","Bulgaria","Import Quantity","Poultry Meat","2017","1000 tonnes","108"
"Food Balances (2010-)","Bulgaria","Stock Variation","Poultry Meat","2017","1000 tonnes","13"
"Food Balances (2010-)","Bulgaria","Export Quantity","Poultry Meat","2017","1000 tonnes","45"
"Food Balances (2010-)","Bulgaria","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","157"
"Food Balances (2010-)","Bulgaria","Processing","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Bulgaria","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Bulgaria","Food","Poultry Meat","2017","1000 tonnes","157"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","22.05"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","81"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","8.73"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","4.89"
"Food Balances (2010-)","Burkina Faso","Production","Poultry Meat","2017","1000 tonnes","42"
"Food Balances (2010-)","Burkina Faso","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Burkina Faso","Stock Variation","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Burkina Faso","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","42"
"Food Balances (2010-)","Burkina Faso","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Burkina Faso","Food","Poultry Meat","2017","1000 tonnes","42"
"Food Balances (2010-)","Burkina Faso","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","2.17"
"Food Balances (2010-)","Burkina Faso","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","7"
"Food Balances (2010-)","Burkina Faso","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.73"
"Food Balances (2010-)","Burkina Faso","Fat supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.46"
"Food Balances (2010-)","Burundi","Production","Poultry Meat","2017","1000 tonnes","6"
"Food Balances (2010-)","Burundi","Import Quantity","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Burundi","Stock Variation","Poultry Meat","2017","1000 tonnes","1"
"Food Balances (2010-)","Burundi","Domestic supply quantity","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Burundi","Losses","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Burundi","Residuals","Poultry Meat","2017","1000 tonnes","0"
"Food Balances (2010-)","Burundi","Food","Poultry Meat","2017","1000 tonnes","5"
"Food Balances (2010-)","Burundi","Food supply quantity (kg/capita/yr)","Poultry Meat","2017","kg","0.49"
"Food Balances (2010-)","Burundi","Food supply (kcal/capita/day)","Poultry Meat","2017","kcal/capita/day","2"
"Food Balances (2010-)","Burundi","Protein supply quantity (g/capita/day)","Poultry Meat","2017","g/capita/day","0.17"
